C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19
[2015],[03],[02],[23],[17],[06.0],[3e5],[1],[2.3],[-22.5],[391.3],[76.3],[+20.9],[8.44],[0.53],[-0.09],[0.101],[060],[1.080]
