year,mon,day,hour,min,sec,x-h,x-m,x-s,e-ra,y-d,y-',y-'',e-dec
[2017],[03],[31],[06],[44],[00],[13],[12],[15.548372],[0.96],[-05],[56],[48.687034],[0.62]
