year,mon,day,hour,min,sec,AeP/AoP,n-obs,e-time,dt*v,imp.par,e-imp.par,d-imp.par,v,e-v,d-v,rms,n,x2
[2015],[03],[02],[23],[17],[06.0],[3e5],[1],[2.3],[-22.5],[391.3],[76.3],[+20.9],[8.44],[0.53],[-0.09],[0.101],[060],[1.080]
