C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
[320],[2003],[05],[27.27456],[08],[54],[32.94],[+17],[22],[17.9],[568]
[320],[2003],[05],[27.28362],[08],[54],[33.25],[+17],[22],[17.0],[568]
