C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
[18],[2009],[07],[12.39792],[21],[50],[41.33],[-13],[29],[23.5],[691],[66686]
[18],[2009],[07],[12.41558],[21],[50],[41.03],[-13],[29],[24.7],[691],[66686]
[18],[2009],[07],[12.43967],[21],[50],[40.66],[-13],[29],[26.6],[691],[66686]
